,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
10,prerank,Golgi Vesicle Transport (GO:0048193),0.5276175881621794,2.1513118180570445,0.0,0.00045700323753187616,0.002,113/185,29.62%,SCAMP2;MYO5A;RER1;EXOC5;ATL3;TMED5;MYO18A;GOLGA5;GOLGA4;USO1;VTI1B;SCAMP1;BCAP29;ARCN1;COPB1;RAB8B;ARF5;RAB2A;GBF1;COPE;COPA;BCAP31;TMED9;SURF4;TRAPPC4;VAPA;COPB2;ARL3;MIA2;SEC24A;TRAPPC1;NRBP1;PEF1;LMAN2;TRAPPC10;WHAMM;PITPNB;NAPA;TMED2;SAR1B;NAPG;COG6;ARF3;VTI1A;IER3IP1;SEC22C;RAB8A;TMED4;RAB6A;TMEM115;SCFD1;MIA3;RAB1B;HYOU1;RABIF;RAB29;KDELR2;TAPBP;SPIRE1;PDCD6;TFG;NSF;SNX1;GOLPH3;MPPE1;SLC10A7;COPZ2;AP4M1;LMAN1;YIF1A;ZW10;SPAST;ARF4;SEC16A;TBC1D20;VAMP7;SEC16B;TRAPPC2L;CNIH4;COG7;SAR1A;COPZ1;RAB1A;GOLGA2;KIF1C;SEC24C;TRAPPC8;ATP9A;SNX12;TRAPPC3;TRAPPC2;TRAPPC11;HTT;COPG1;TRAPPC6B;SEC31A;BICD2;GABARAPL2;TMED10;PREB;LMAN2L;COG5;SPIRE2;TRAPPC9;KDELR1;TRIP11;TMED1;YIPF5;DNM2;STX10;TMED7;BNIP1;TRAPPC13
11,prerank,Response To Lipopolysaccharide (GO:0032496),0.5278176456180708,2.1251633351722674,0.0,0.0009520900781914084,0.005,73/139,27.98%,HMGB2;CDC73;PDCD1LG2;TNIP2;MAPKAPK2;NUGGC;GFI1;TNFRSF1B;CTSG;CASP1;HMGB1;CD274;GIT1;GBP3;LILRB1;NLRP7;F2R;S100A8;TRIM6;RHOA;RELA;S100A9;SELENOS;CX3CR1;PTPN22;TRAF6;IL1B;TRIM41;TNIP1;CASP7;ADAM17;MYD88;CARD16;ZC3H12A;CXCL8;TIRAP;PLAA;PYCARD;NOS1;JAK2;GSTP1;TNFAIP3;ERBIN;CPS1;VIM;CD14;CXCL11;UPF1;MAPK14;TNIP3;CCR5;CTR9;GBP2;PABPN1;NFKBIB;TICAM1;SHPK;XBP1;PPBP;CXCL2;GCH1;PF4;CHMP5;CXCL3;OTUD5;IL12A;IL1A;PF4V1;NOD2;SBNO2;MAPKAPK3;ZFP36;CYP27B1
12,prerank,Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888),0.5440587112472486,2.1239382654526007,0.0,0.0008160772098783501,0.005,69/108,28.25%,ATL3;TMED5;USO1;BCAP29;ARCN1;COPB1;RAB2A;GBF1;COPE;COPA;BCAP31;TMED9;TRAPPC4;VAPA;COPB2;MIA2;SEC24A;TRAPPC1;NRBP1;PEF1;LMAN2;TRAPPC10;WHAMM;TMED2;SAR1B;VTI1A;IER3IP1;SEC22C;TMED4;SCFD1;MIA3;RAB1B;HYOU1;RAB29;KDELR2;PDCD6;TFG;MPPE1;LMAN1;YIF1A;ZW10;SPAST;ARF4;SEC13;SEC16A;TBC1D20;VAMP7;SEC16B;TRAPPC2L;CNIH4;SAR1A;RAB1A;GOLGA2;SEC24C;TRAPPC8;TRAPPC3;TRAPPC2;TRAPPC11;COPG1;TRAPPC6B;SEC31A;TMED10;PREB;LMAN2L;TRAPPC9;KDELR1;TRIP11;TMED1;YIPF5
13,prerank,Regulation Of Protein Localization To Plasma Membrane (GO:1903076),0.5679235122010188,2.114409879828296,0.0,0.000999694582100979,0.007,40/71,21.69%,ITGB1;ZDHHC8;ATP2B4;KIF5B;TMBIM1;CIB1;VTI1B;IFNG;ARF6;PICALM;VAMP8;TGFB1;TMEM59;PPP2R5A;SQSTM1;MMP14;AP2M1;ACTB;LGALS3;STX8;BCL2L1;AKT1;SORBS1;RHOG;PPFIA1;CLN3;LRPAP1;PTPN9;CLTC;ZDHHC5;PIK3R1;ZDHHC2;STX3;VPS4A;PRKCH;STX4;PDPK1;PRKCI;AKAP5;CDK5
14,prerank,Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),0.49390222566373126,2.0932855308309257,0.0,0.001015562750070836,0.008,212/347,33.23%,SPSB3;RNF19A;KCTD6;PSMD11;PSMA7;PPP2R5C;CUL4A;UBE2L3;RNF34;RNF149;RNF8;PSMA3;RNF25;RNF167;FBXW5;PSMB3;FBXW7;STUB1;FBXO7;CHMP1A;RNF6;RNF4;SIAH2;PSMC3;RNF7;ZSWIM8;HECTD3;NUB1;UBE2A;VPS37A;PSMD2;RBX1;ELOC;APC2;SQSTM1;RNF115;PPP1R11;RNF166;DDB1;UBXN2B;FBXL19;PSMA5;TRIM3;NEDD8;ARIH2;PSMC2;HACE1;AREL1;HERPUD1;DTX3L;UBE2G1;RNF213;HERC5;SH3BGRL;KLHL20;VPS28;OS9;GSK3A;PSMD12;ZNRF2;UBA6;PSMC4;UBE2K;UBE2D3;CDC34;PSMD1;PSMB2;VPS4B;UBXN7;KCTD2;UBL4A;PSMA6;VCP;RCHY1;CTNNB1;SHARPIN;UBE2S;CLOCK;MIB1;ARRB2;TRIP12;RC3H2;TSG101;AXIN1;CHMP2A;PSMD7;TBX21;CSNK1A1;TRPC4AP;KCTD17;MVB12B;PINK1;KEAP1;RMND5A;USP28;HECTD1;USP33;PSMD8;ANKRD9;PSMD6;PSMB6;PSMB1;RNF19B;PSMD4;OTUD7B;UBE2B;PLAA;PSMB4;RNF5;SPSB1;UBE2L6;UBQLN4;FBXL17;PML;RNF11;RC3H1;WDR81;RNF14;TNFAIP3;ITCH;WWP2;MDM2;FBXO8;FEM1A;FBXW4;BAG6;RNF125;TRIM25;BFAR;RNF168;CHMP4A;UBE3C;PSMD14;VPS4A;UBE2I;COPS3;HERC6;ATE1;SIRT2;UBA1;RAD23A;RNF126;PSMA4;UBE4B;UBR3;ANAPC11;PSMC6;ARMC8;RAD23B;KCTD5;RNF40;CHMP2B;WDR26;RNF13;UBE2D1;CRBN;XBP1;FEM1C;FBXW11;GID4;UBE2W;RNF146;CHMP5;RNF185;MKRN2;SKP2;PSMB7;NTAN1;MAEA;PSMA2;CNOT4;ZFAND2A;TRIM32;KAT5;TNFAIP1;AMBRA1;RNF187;UBE3B;RBCK1;RNF130;ARIH1;MYLIP;UBAP1L;PJA2;GET4;UBAP1;COP1;PSMC5;DCAF11;RPGR;SMURF2;ARRDC1;UFD1;MVB12A;GSK3B;ANKIB1;PTPN23;AGAP3;IFI27;ARRB1;RNF20;NEDD4;TOLLIP;SPOPL;PSMC1;UBR4;RFFL;PCBP2;TRIM13;ZNRF1;TNFSF13B;ASB2
15,prerank,Positive Regulation Of Dephosphorylation (GO:0035306),0.6621088616499018,2.082618988750825,0.0,0.0013710097125956284,0.012,14/27,12.08%,DYNLL1;CALM1;ROCK1;TGFB1;CALM2;PPIA;PPP2R5A;ANKLE2;MTMR9;RIPK3;CNEP1R1;PIN1;PPP1R16B;PTPA
16,prerank,Proteasomal Protein Catabolic Process (GO:0010498),0.49598594133459906,2.0626301902611925,0.0,0.0016618299546613676,0.016,131/210,33.23%,SPSB3;PSMD11;PSMA7;PPP2R5C;CUL4A;RNF34;PSMA3;FBXW5;PSMB3;FBXW7;STUB1;FBXO7;RNF4;SIAH2;PSMC3;ZSWIM8;HECTD3;UBE2A;PSMD2;RBX1;APC2;DDB1;UBXN2B;FBXL19;PSMA5;TRIM3;PSMC2;DERL1;UBE2G1;TRIM21;SH3BGRL;KLHL20;GSK3A;PSMD12;ZNRF2;PSMC4;UBE2K;UBE2D3;SEL1L;CDC34;PSMD1;PSMB2;UBXN7;BRSK2;KCTD2;PSMA6;VCP;CTNNB1;SHARPIN;CLOCK;ARRB2;TRIP12;AXIN1;PSMD7;TBX21;ERLEC1;CSNK1A1;KCTD17;RMND5A;HECTD1;PSMD8;ANKRD9;PSMD6;PSMB6;DNAJB12;PSMB1;PSMD4;UBE2B;PLAA;PSMB4;RNF5;SPSB1;FBXL17;PML;ITCH;WWP2;MDM2;BAG6;ENC1;BFAR;PSMD14;ATE1;SIRT2;RAD23A;RNF126;PSMA4;UBE4B;PSMC6;ARMC8;RAD23B;KCTD5;WDR26;CCDC47;CRBN;XBP1;FEM1C;FBXW11;GID4;UBE2W;RNF185;SKP2;PSMB7;MAEA;PSMA2;ZFAND2A;PMAIP1;KAT5;TNFAIP1;AMBRA1;RNF187;RBCK1;PJA2;COP1;PSMC5;DCAF11;SMURF2;FBXO44;PSME4;GSK3B;AGAP3;IFI27;ARRB1;SPOPL;UBXN6;PSMC1;RFFL;PCBP2;TRIM13;ZNRF1;TNFSF13B;ASB2
17,prerank,Regulation Of Cellular Component Size (GO:0032535),0.6124862567111472,2.059489992881116,0.0,0.0019041801563828167,0.02,26/41,26.36%,RDX;ATP13A2;ARHGAP35;RAB22A;BLOC1S1;MYO3B;SLC9A3R1;PICALM;PPP1CA;PEX11A;RAP1GAP2;RAC1;HP1BP3;MSN;RPTOR;MTPN;BORCS6;MTOR;EZR;LAMTOR4;BORCS7;BORCS8;VAV1;PEX11B;VAV3;PPP1R15A
18,prerank,Ribosomal Large Subunit Biogenesis (GO:0042273),-0.4587552261987139,-2.0568981134700293,0.0,0.012972080387021362,0.21,22/50,13.90%,WDR74;RPL5;RPL7;RPL11;NPM1;RPL10;NLE1;RPL35A;RPL26;MRTO4;RPF2;RPLP0;NSA2;RPL23A;RRP15;NOP53;RPL14;RPL6;TMA16;WDR12;MDN1;RSL24D1
19,prerank,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),0.4868288691828803,2.0523923134287863,0.0,0.0020213604736986825,0.023,185/303,33.23%,SPSB3;PSMD11;PSMA7;PPP2R5C;CUL4A;RNF34;PSMA3;UBR2;AKIRIN2;FBXW5;UBXN4;PSMB3;FBXW7;STUB1;FBXO7;ECPAS;RNF4;SIAH2;PSMC3;ZSWIM8;HECTD3;UBR1;FBXL5;UBE2A;LTN1;PSMD2;SEC61B;RBX1;CALR;APC2;ANAPC4;FBXL6;DDB1;UBXN2B;FBXL19;PSMA5;TRIM3;MAN1A1;PSMC2;DERL1;JKAMP;HERPUD1;UBE2G1;ASCC3;SH3BGRL;KLHL20;OS9;GSK3A;PSMD12;ZNRF2;SELENOS;PSMC4;UBE2K;UBE2D3;SEL1L;CDC34;PSMD1;PSMB2;UBXN7;KCTD2;PSMA6;VCP;CTNNB1;SHARPIN;FAM8A1;UBE2S;AUP1;HSP90B1;CLOCK;ARRB2;TRIP12;DMAC2;AXIN1;TMUB1;PSMD7;TBX21;ERLEC1;CSNK1A1;HSPA5;RNF121;TRPC4AP;KCTD17;RHBDD2;RMND5A;HECTD1;MAN1B1;PSMD8;ANKRD9;PSMD6;PSMB6;PSMB1;PSMD4;UBE2J2;FBXO27;UBE2B;PLAA;PSMB4;RNF5;SPSB1;CCNF;CANX;KLHDC10;FBXL17;PML;ITCH;WWP2;MDM2;TMUB2;FEM1A;FBXW4;UBXN10;BAG6;FBXL20;TRIM25;BFAR;ZNF598;PSMD14;SIRT2;RAD23A;RNF126;PSMA4;UBE4B;UBR3;ANAPC11;PSMC6;ARMC8;RAD23B;FBXL18;KCTD5;WDR26;ANAPC10;FBXO38;CRBN;FBXO6;ANAPC5;FEM1C;FBXW11;GID4;UBE2W;RNF185;SKP2;PSMB7;DERL2;MAEA;PSMA2;ZFAND2A;CDC27;KAT5;FBXL15;TNFAIP1;AMBRA1;FZR1;RNF187;RBCK1;ANAPC7;PJA2;ANAPC2;COP1;ASCC2;PSMC5;DCAF11;SMURF2;UFD1;FBXO44;RNF103;GSK3B;FAF2;AGAP3;IFI27;ARRB1;CUL5;TRIP4;TMEM129;CUL2;SPOPL;YOD1;UBXN8;ERLIN1;PSMC1;RFFL;PCBP2;TRIM13;ZNRF1;TNFSF13B;ASB2
20,prerank,Protein Insertion Into ER Membrane (GO:0045048),0.6559946780212517,2.0476796318177626,0.0,0.00212180074568371,0.025,25/26,34.47%,TMCO1;EMC3;EMC4;TRAM1;EMC7;EMC2;TRAM2;UBL4A;RAB5IF;EMC6;WDR83OS;TMEM147;NOMO3;NOMO1;NOMO2;NCLN;SEC61A1;EMC10;CCDC47;EMC8;EMC9;GET4;EMC1;MMGT1;CAMLG
21,prerank,Ribosomal Small Subunit Biogenesis (GO:0042274),-0.4026265627867532,-2.0378684868254417,0.0,0.013646678078903674,0.256,27/81,8.96%,RPS17;RPS3A;RPS5;RPS13;RPS23;RPS6;RPS9;RPS8;RPS11;RPS28;RPS16;RPS14;NPM1;RPS15A;RPS25;RPS15;RPS19;RPSA;FBL;RPS7;RPS27;RPS4X;SPPL2B;SRFBP1;WDR3;RPS24;WDR43
22,prerank,Peptidyl-Serine Phosphorylation (GO:0018105),0.5039169027985566,2.037788493378348,0.0,0.0023611833939146927,0.029,86/146,32.11%,WNK1;PAK2;AKT3;MKNK1;MAPKAPK2;ROCK1;MYO3B;ROCK2;MARK3;DYRK1B;MAP3K12;RIPK1;SRPK2;GRK2;MAP2K2;TBK1;HIPK3;MAP3K10;HIPK4;STK4;DMPK;STK39;STK38;UHMK1;SBK1;CSNK1G2;CAMK2B;CDC7;MAST3;TGFBR1;CSNK1A1;PINK1;MAP4K1;ERN1;CHUK;VRK2;PRKX;GPI;LATS2;PRKCQ;MAPK13;ATR;PRKD2;MTOR;MAPK1;MAST2;IKBKB;MAPK14;CSNK2A2;PRKCB;CSNK1G1;PRKCH;MAPK9;MORC3;TOP1;ULK1;PKN3;PDPK1;MAP3K20;PRKCI;NEK7;HIPK1;CSNK2A1;VRK3;CDK5;SRPK1;ULK3;SMG1;CSNK1D;MARK2;LATS1;MAST1;PRKCD;PKN1;CLSPN;MAPKAPK3;DGKQ;RICTOR;MKNK2;TLK2;PRKACB;PDGFB;VRK1;GSK3B;PRKDC;CAB39
23,prerank,Gene Expression (GO:0010467),-0.3232452647732178,-2.0355527560501896,0.0,0.012245907948053244,0.258,90/280,10.61%,EXOSC5;RPS17;NOVA1;GSPT2;RPS3A;RPS10;RPL21;RPLP1;RPS5;RPL22;RPS13;RPL9;RPL27;RPL17;PABPC4;RPS23;MRPS33;RPL13;RPL5;RPS26;RPL18;RPL32;RPS6;RPS9;RPL12;RPLP2;RPL30;RPS8;RPS11;RPL24;RPS28;RPL7;RPL15;RPL11;RPS27A;RPL37A;RPL29;RPS16;RPS14;RPL19;RPS15A;RPL37;RPL10;RPL39;RPL34;HSPD1;RPL10A;RPL36;RPS25;RPS20;RPL35A;MRRF;RPL28;FAU;RPS15;EEF1A1;RPL18A;RPL26;RPL31;RPS19;MRPS18B;RPSA;ADARB2;RPL27A;RPL8;RPL38;MRPS21;RPL13A;RPS21;RPL41;DHPS;RPS2;RPS29;RPS7;RPL7A;RPS27;FARSB;RPS4X;RPL4;RPLP0;THOC3;RPS18;RPL3;RPL23A;RPS24;RPL35;HBS1L;RPS3;RPL14;EXOSC8
24,prerank,Positive Regulation Of Telomere Maintenance (GO:0032206),0.575859332771579,2.0349159721136814,0.0,0.0022850161876593806,0.03,32/51,28.30%,YY1;TNKS2;MCRS1;MAP2K7;TERF1;TNIP1;ATRX;HNRNPA2B1;DHX36;PRKCQ;PML;RTEL1;ACTR5;NBN;MAP3K4;UCHL5;MAPK1;INO80E;TINF2;NEK7;RUVBL1;PNKP;INO80;HNRNPD;TERF2IP;RUVBL2;SLX4;PPP1R10;INO80D;ACTR8;INO80B;SLX1A
25,prerank,tRNA Methylation (GO:0030488),-0.47392856913914977,-2.0279992147567993,0.0,0.011645165293997803,0.274,20/36,23.64%,GTPBP3;NSUN6;TRMT10B;TRMT13;TARBP1;METTL1;LCMT2;WDR6;TRMT10C;WDR4;TRMT61A;TRDMT1;TRMT10A;TRMT1;BCDIN3D;TRMO;TYW3;THUMPD2;THUMPD3;TRMT1L
26,prerank,Positive Regulation Of Intracellular Protein Transport (GO:0090316),0.5095640467784052,2.0273799234838643,0.0,0.0025538416215016603,0.035,62/122,25.21%,PDCD10;UBE2L3;FLNA;CIB1;RAPGEF3;TMEM30A;IFNG;PRNP;FBXW7;SH3GLB1;RBM22;PRR5L;TGFB1;HCLS1;RAN;CD81;ARIH2;OAZ1;NMT1;GSK3A;HUWE1;UBE2D3;CEMIP;PIN1;GZMB;SAR1B;IL1B;ITGB2;FYN;PINK1;ZC3H12A;TPR;RAB29;RHOU;PCNT;CEP290;UBE2J2;BCAS3;FIS1;EP300;SEC16B;TCAF1;PIK3R1;ITGB1BP1;ZDHHC2;CSNK2A2;LEPROT;RAC2;SAR1A;HRAS;ATG13;VAMP2;ITGAM;CHP1;UBR5;AKAP5;RNF31;TM9SF4;VPS11;BBC3;PRKCD;SREBF2
27,prerank,Ribonucleoprotein Complex Biogenesis (GO:0022613),-0.3902148104923913,-2.025167489358631,0.0,0.010870081240338858,0.281,42/114,13.90%,RPS17;RPS3A;WDR74;RPS5;RPS13;RPS23;RPL5;RPS6;RPS9;RPS8;RPS11;RPS28;RPL7;RPL11;RPS16;RPS14;NPM1;RPS15A;RPS25;RPL35A;ZNF658;RPS15;RPL26;RPS19;MRTO4;FBL;RPL38;RPF2;RPS7;RPS27;RPS4X;SPPL2B;WDR3;RPS24;DDX31;WDR43;RPL14;TMA16;WDR12;DIMT1;UTP18;RSL24D1
28,prerank,Regulation Of Organelle Organization (GO:0033043),0.5296600541547654,2.0214968186467392,0.0,0.0027293248908153715,0.04,46/95,18.26%,RDX;CAPN2;ATP13A2;MYO5A;PDCD10;SYT11;PAK2;DIAPH1;AKAP9;SIRT7;YY1;SQSTM1;ATG5;TBC1D25;ZEB2;TMED9;S100A8;SURF4;TAOK1;ATG12;MCRS1;ARL6IP1;S100A9;MSN;SAR1B;PLXNB1;DNM1L;MAPT;PDE2A;PINK1;CLN3;GOLPH3;LMAN1;MUL1;FIS1;TMEM33;MGARP;ACTR5;EP300;UCHL5;MAPK1;RAP1GDS1;INO80E;EZR;NF2;SAR1A
29,prerank,Negative Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045953),0.7339709455450119,2.019883141223946,0.0,0.002585676212351404,0.04,8/15,12.79%,HLA-A;HLA-B;SERPINB9;TGFB1;HLA-E;LILRB1;HLA-F;KLRD1
30,prerank,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),0.5548768185794442,2.0192823977913252,0.0,0.002456392401733834,0.04,45/61,32.91%,RNF34;ITGAV;TMBIM1;FAIM2;HSPA1A;SIAH2;RIPK1;CSF2;PHIP;PSME3;IGF1;RELA;BIRC6;PARK7;LGALS3;CFLAR;BCL2L1;IL1B;AKT1;TGFBR1;ZMYND11;GSTP1;MEN1;TNFAIP3;THBS1;EYA3;IFI6;ARHGEF2;HTT;MAPK7;PEA15;MCL1;PF4;IL1A;TNF;BRCA1;HSPA1B;DDX3X;IL4;GDNF;UNC5B;GSK3B;ICAM1;RFFL;GATA1
31,prerank,Regulation Of Lamellipodium Assembly (GO:0010591),0.6294776832392662,2.0055911648925053,0.0,0.0032643088395134007,0.055,16/29,20.17%,NCKAP1;AUTS2;TWF1;ARPC2;ACTR3;CDC42;WAS;ACTR2;RAC1;WASF2;BRK1;CAPZB;PIK3R1;ABI3;RAC2;TWF2
